date,gold,volume
2013-05-14,1433.75,173066.0
2013-05-15,1410.0,229796.0
2013-05-16,1381.0,222528.0
2013-05-17,1368.75,229036.0
2013-05-20,1354.75,258371.0
2013-05-21,1360.75,225016.0
2013-05-22,1408.5,328643.0
2013-05-23,1380.5,220700.0
2013-05-24,1390.25,136510.0
2013-05-28,1376.5,295012.0
2013-05-29,1382.5,168665.0
2013-05-30,1413.5,202829.0
2013-05-31,1394.5,167854.0
2013-06-03,1402.5,141771.0
2013-06-04,1399.5,117534.0
2013-06-05,1404.0,139655.0
2013-06-06,1400.0,177144.0
2013-06-07,1386.0,199054.0
2013-06-10,1383.25,109059.0
2013-06-11,1374.25,146056.0
2013-06-12,1382.75,112198.0
2013-06-13,1385.0,127783.0
2013-06-14,1391.25,100911.0
2013-06-17,1384.75,78353.0
2013-06-18,1366.75,128779.0
2013-06-19,1372.75,136468.0
2013-06-20,1292.5,368874.0
2013-06-21,1295.25,190154.0
2013-06-24,1286.75,160333.0
2013-06-25,1279.0,161803.0
2013-06-26,1236.25,318396.0
2013-06-27,1232.75,261390.0
2013-06-28,1192.0,309347.0
2013-07-01,1242.75,204048.0
2013-07-02,1252.5,169736.0
2013-07-03,1250.0,152851.0
2013-07-05,1212.75,227043.0
2013-07-08,1235.25,140566.0
2013-07-09,1255.5,166683.0
2013-07-10,1256.0,190149.0
2013-07-11,1285.0,207150.0
2013-07-12,1279.75,136396.0
2013-07-15,1284.75,116682.0
2013-07-16,1291.5,127630.0
2013-07-17,1297.25,223427.0
2013-07-18,1283.25,123913.0
2013-07-19,1295.75,134153.0
2013-07-22,1327.0,191735.0
2013-07-23,1333.5,159441.0
2013-07-24,1335.0,182162.0
2013-07-25,1326.0,176485.0
2013-07-26,1331.0,169765.0
2013-07-29,1329.75,134359.0
2013-07-30,1324.15,126109.0
2013-07-31,1314.5,218787.0
2013-08-01,1315.0,157369.0
2013-08-02,1309.25,194683.0
2013-08-05,1304.75,97862.0
2013-08-06,1280.5,145487.0
2013-08-07,1282.5,122054.0
2013-08-08,1298.25,147834.0
2013-08-09,1309.0,96809.0
2013-08-12,1341.0,141631.0
2013-08-13,1328.5,146208.0
2013-08-14,1326.5,120612.0
2013-08-15,1329.75,226648.0
2013-08-16,1369.25,177729.0
2013-08-19,1365.0,123415.0
2013-08-20,1372.5,137476.0
2013-08-21,1363.0,150235.0
2013-08-22,1375.5,147575.0
2013-08-23,1377.5,161580.0
2013-08-27,1419.25,160392.0
2013-08-28,1419.5,167016.0
2013-08-29,1407.75,147098.0
2013-09-03,1399.5,205998.0
2013-09-04,1390.0,138415.0
2013-09-05,1385.0,175226.0
2013-09-06,1387.0,161533.0
2013-09-09,1390.0,80509.0
2013-09-10,1358.25,131861.0
2013-09-11,1363.75,100134.0
2013-09-12,1328.0,185084.0
2013-09-13,1318.5,170246.0
2013-09-16,1324.0,158187.0
2013-09-17,1312.25,136997.0
2013-09-18,1301.0,243776.0
2013-09-19,1365.5,180030.0
2013-09-20,1349.25,190860.0
2013-09-23,1323.0,139642.0
2013-09-24,1314.25,155023.0
2013-09-25,1322.75,145962.0
2013-09-26,1333.0,159097.0
2013-09-27,1341.0,133967.0
2013-09-30,1326.5,119076.0
2013-10-01,1290.75,212833.0
2013-10-02,1306.25,176119.0
2013-10-03,1316.0,129120.0
2013-10-04,1309.75,107569.0
2013-10-07,1323.5,95950.0
2013-10-08,1329.5,123183.0
2013-10-09,1304.0,158401.0
2013-10-10,1298.5,141168.0
2013-10-11,1265.5,186264.0
2013-10-14,1285.5,110183.0
2013-10-15,1270.5,204033.0
2013-10-16,1273.5,165641.0
2013-10-17,1319.25,216151.0
2013-10-18,1316.5,104101.0
2013-10-21,1317.5,74390.0
2013-10-22,1333.0,159789.0
2013-10-23,1331.25,99059.0
2013-10-24,1344.75,138229.0
2013-10-25,1347.75,120214.0
2013-10-28,1361.0,118915.0
2013-10-29,1349.25,127174.0
2013-10-30,1354.75,156595.0
2013-10-31,1324.0,151974.0
2013-11-01,1306.75,136964.0
2013-11-04,1320.5,78535.0
2013-11-05,1307.25,99655.0
2013-11-06,1319.0,97108.0
2013-11-07,1307.25,188109.0
2013-11-08,1285.5,182695.0
2013-11-11,1282.5,98952.0
2013-11-12,1281.25,146536.0
2013-11-13,1272.5,133472.0
2013-11-14,1286.0,159304.0
2013-11-15,1287.25,93186.0
2013-11-18,1283.5,112201.0
2013-11-19,1275.75,105146.0
2013-11-20,1257.0,224187.0
2013-11-21,1240.0,197767.0
2013-11-22,1246.25,135215.0
2013-11-25,1243.0,195436.0
2013-11-26,1247.5,178417.0
2013-11-27,1245.0,154819.0
2013-11-29,1253.0,113086.0
2013-12-02,1229.5,146101.0
2013-12-03,1217.25,118419.0
2013-12-04,1227.5,182235.0
2013-12-05,1222.5,154225.0
2013-12-06,1233.0,174951.0
2013-12-09,1237.0,77726.0
2013-12-10,1266.25,148583.0
2013-12-11,1260.75,120446.0
2013-12-12,1225.25,153610.0
2013-12-13,1232.0,113538.0
2013-12-16,1234.75,121809.0
2013-12-17,1231.75,134929.0
2013-12-18,1230.5,160628.0
2013-12-19,1196.0,206495.0
2013-12-20,1195.25,138710.0
2013-12-23,1199.0,84975.0
2013-12-27,1214.5,83755.0
2013-12-30,1204.5,79943.0
2014-01-02,1225.0,136924.0
2014-01-03,1234.5,114982.0
2014-01-06,1246.25,152189.0
2014-01-07,1227.5,128637.0
2014-01-08,1221.0,157113.0
2014-01-09,1226.0,123280.0
2014-01-10,1244.25,161259.0
2014-01-13,1248.0,116647.0
2014-01-14,1251.5,138193.0
2014-01-15,1236.0,105108.0
2014-01-16,1241.5,111667.0
2014-01-17,1250.0,112715.0
2014-01-21,1238.0,174694.0
2014-01-22,1241.0,86791.0
2014-01-23,1263.0,209347.0
2014-01-24,1267.0,161723.0
2014-01-27,1260.5,167219.0
2014-01-28,1251.25,155996.0
2014-01-29,1264.0,137028.0
2014-01-30,1242.5,163622.0
2014-01-31,1251.0,116151.0
2014-02-03,1262.0,124745.0
2014-02-04,1250.25,93152.0
2014-02-05,1254.5,127060.0
2014-02-06,1256.5,87894.0
2014-02-07,1259.25,136028.0
2014-02-10,1277.0,94770.0
2014-02-11,1282.0,154734.0
2014-02-12,1289.5,111438.0
2014-02-13,1296.0,126045.0
2014-02-14,1320.0,150659.0
2014-02-18,1320.75,184496.0
2014-02-19,1320.5,112256.0
2014-02-20,1316.25,129024.0
2014-02-21,1323.25,110099.0
2014-02-24,1334.75,129769.0
2014-02-25,1339.0,125978.0
2014-02-26,1331.75,149696.0
2014-02-27,1332.25,120165.0
2014-02-28,1326.5,132783.0
2014-03-03,1349.5,159743.0
2014-03-04,1334.75,135598.0
2014-03-05,1337.0,97109.0
2014-03-06,1345.25,142468.0
2014-03-07,1335.25,178466.0
2014-03-10,1344.0,126040.0
2014-03-11,1346.25,150515.0
2014-03-12,1366.0,223878.0
2014-03-13,1368.75,175113.0
2014-03-14,1385.0,185259.0
2014-03-17,1378.5,154349.0
2014-03-18,1355.75,157502.0
2014-03-19,1338.0,194615.0
2014-03-20,1327.0,167021.0
2014-03-21,1336.0,148313.0
2014-03-24,1310.75,178475.0
2014-03-25,1313.5,158346.0
2014-03-26,1304.0,151503.0
2014-03-27,1296.0,185016.0
2014-03-28,1294.75,171316.0
2014-03-31,1291.75,133250.0
2014-04-01,1283.75,112918.0
2014-04-02,1292.0,124467.0
2014-04-03,1284.0,98672.0
2014-04-04,1297.25,145500.0
2014-04-07,1299.0,80277.0
2014-04-08,1309.5,119225.0
2014-04-09,1301.75,125580.0
2014-04-10,1320.5,126709.0
2014-04-11,1318.0,91859.0
2014-04-14,1325.75,100334.0
2014-04-15,1298.0,188991.0
2014-04-16,1301.5,117468.0
2014-04-17,1299.0,95708.0
2014-04-22,1286.75,118730.0
2014-04-23,1285.25,98441.0
2014-04-24,1291.5,189289.0
2014-04-25,1301.25,107958.0
2014-04-28,1299.0,102409.0
2014-04-29,1297.75,103817.0
2014-04-30,1288.5,139271.0
2014-05-01,1278.5,115436.0
2014-05-02,1281.25,171945.0
2014-05-06,1306.25,103408.0
2014-05-07,1296.0,173803.0
2014-05-08,1287.0,118107.0
2014-05-09,1291.25,110471.0
2014-05-12,1298.75,130809.0
2014-05-13,1296.5,120873.0
2014-05-14,1305.25,120327.0
2014-05-15,1299.0,147392.0
2014-05-16,1291.5,116836.0
2014-05-19,1302.0,108500.0
2014-05-20,1295.5,129486.0
2014-05-21,1287.25,126006.0
2014-05-22,1298.5,128235.0
2014-05-23,1291.5,146979.0
2014-05-27,1275.5,252104.0
2014-05-28,1263.5,168825.0
2014-05-29,1255.0,140234.0
2014-05-30,1250.5,136541.0
2014-06-02,1247.25,91403.0
2014-06-03,1242.75,90049.0
2014-06-04,1245.25,76990.0
2014-06-05,1252.5,125573.0
2014-06-06,1247.5,112940.0
2014-06-09,1253.5,53765.0
2014-06-10,1259.5,107080.0
2014-06-11,1262.0,77036.0
2014-06-12,1265.75,117418.0
2014-06-13,1273.0,83626.0
2014-06-16,1276.25,98247.0
2014-06-17,1267.5,112826.0
2014-06-18,1269.75,87914.0
2014-06-19,1293.0,237994.0
2014-06-20,1312.5,167785.0
2014-06-23,1313.5,109392.0
2014-06-24,1318.5,123877.0
2014-06-25,1316.75,136623.0
2014-06-26,1311.75,134789.0
2014-06-27,1317.5,104663.0
2014-06-30,1315.0,127612.0
2014-07-01,1327.5,121098.0
2014-07-02,1326.5,114091.0
2014-07-03,1317.5,149377.0
2014-07-07,1313.0,113065.0
2014-07-08,1323.0,130081.0
2014-07-09,1322.75,163179.0
2014-07-10,1340.25,179492.0
2014-07-11,1335.0,97170.0
2014-07-14,1306.0,208856.0
2014-07-15,1310.0,175878.0
2014-07-16,1301.0,119719.0
2014-07-17,1302.5,176744.0
2014-07-18,1307.25,121624.0
2014-07-21,1311.5,85369.0
2014-07-22,1310.25,127494.0
2014-07-23,1308.0,86756.0
2014-07-24,1292.75,178767.0
2014-07-25,1294.75,131242.0
2014-07-28,1304.5,136981.0
2014-07-29,1299.25,181554.0
2014-07-30,1294.5,130868.0
2014-07-31,1285.25,143363.0
2014-08-01,1291.25,144988.0
2014-08-04,1290.5,67872.0
2014-08-05,1284.75,105683.0
2014-08-06,1306.5,160366.0
2014-08-07,1305.25,122429.0
2014-08-08,1309.75,147901.0
2014-08-11,1307.25,63069.0
2014-08-12,1315.75,98609.0
2014-08-13,1312.0,98471.0
2014-08-14,1313.5,103416.0
2014-08-15,1296.0,192112.0
2014-08-18,1296.75,76105.0
2014-08-19,1296.5,78238.0
2014-08-20,1295.0,83304.0
2014-08-21,1275.25,145351.0
2014-08-22,1277.25,91730.0
2014-08-26,1286.0,103850.0
2014-08-27,1282.75,67240.0
2014-08-28,1292.0,110166.0
2014-08-29,1285.75,76388.0
2014-09-02,1267.0,190582.0
2014-09-03,1265.5,107908.0
2014-09-04,1271.5,151579.0
2014-09-05,1266.0,106165.0
2014-09-08,1259.0,112676.0
2014-09-09,1255.75,128253.0
2014-09-10,1251.0,140721.0
2014-09-11,1241.25,160683.0
2014-09-12,1231.5,140795.0
2014-09-15,1234.25,100037.0
2014-09-16,1232.25,123281.0
2014-09-17,1236.0,132084.0
2014-09-18,1220.5,151109.0
2014-09-19,1219.75,173498.0
2014-09-22,1213.5,138051.0
2014-09-23,1222.0,153197.0
2014-09-24,1217.25,131418.0
2014-09-25,1213.75,186354.0
2014-09-26,1213.75,149452.0
2014-09-29,1219.5,105757.0
2014-09-30,1216.5,182523.0
2014-10-01,1216.5,146536.0
2014-10-02,1211.75,148824.0
2014-10-03,1195.0,186087.0
2014-10-06,1195.75,147758.0
2014-10-07,1210.5,142509.0
2014-10-08,1217.0,192007.0
2014-10-09,1226.75,165358.0
2014-10-10,1219.0,121360.0
2014-10-13,1229.0,119916.0
2014-10-14,1234.75,113551.0
2014-10-15,1237.5,258099.0
2014-10-16,1237.75,180590.0
2014-10-17,1234.25,117545.0
2014-10-20,1244.5,96271.0
2014-10-21,1250.25,151078.0
2014-10-22,1243.75,113405.0
2014-10-23,1232.75,140066.0
2014-10-24,1232.75,93371.0
2014-10-27,1228.75,86313.0
2014-10-28,1229.25,124196.0
2014-10-29,1223.5,131448.0
2014-10-30,1202.0,210415.0
2014-10-31,1164.25,300192.0
2014-11-03,1167.75,129435.0
2014-11-04,1166.5,134878.0
2014-11-05,1142.0,261115.0
2014-11-06,1145.0,168560.0
2014-11-07,1154.5,298006.0
2014-11-10,1162.0,198954.0
2014-11-11,1156.5,187308.0
2014-11-12,1164.5,183582.0
2014-11-13,1161.75,187699.0
2014-11-14,1169.0,293650.0
2014-11-17,1182.5,199521.0
2014-11-18,1192.75,170800.0
2014-11-19,1196.0,265864.0
2014-11-20,1190.0,187475.0
2014-11-21,1203.75,199906.0
2014-11-24,1197.5,158694.0
2014-11-25,1199.0,210753.0
2014-11-26,1197.5,121777.0
2014-11-28,1182.75,254472.0
2014-12-01,1194.0,342307.0
2014-12-02,1195.0,169349.0
2014-12-03,1204.75,145106.0
2014-12-04,1209.0,117722.0
2014-12-05,1194.0,157202.0
2014-12-08,1193.0,107505.0
2014-12-09,1227.0,241262.0
2014-12-10,1229.0,143319.0
2014-12-11,1216.25,143670.0
2014-12-12,1217.0,121177.0
2014-12-15,1209.25,152383.0
2014-12-16,1202.5,231509.0
2014-12-17,1195.75,169510.0
2014-12-18,1199.0,137338.0
2014-12-19,1195.5,73333.0
2014-12-22,1195.25,132152.0
2014-12-23,1175.75,105530.0
2014-12-29,1185.5,85907.0
2014-12-30,1206.0,141724.0
2015-01-02,1172.0,120678.0
2015-01-05,1200.0,149112.0
2015-01-06,1210.25,190357.0
2015-01-07,1210.5,117085.0
2015-01-08,1215.5,122494.0
2015-01-09,1217.75,155980.0
2015-01-12,1226.5,138523.0
2015-01-13,1231.5,179651.0
2015-01-14,1235.0,193111.0
2015-01-15,1259.0,288788.0
2015-01-16,1277.5,219412.0
2015-01-20,1288.75,249777.0
2015-01-21,1293.5,210391.0
2015-01-22,1295.75,214909.0
2015-01-23,1294.75,149213.0
2015-01-26,1281.25,168886.0
2015-01-27,1288.5,186952.0
2015-01-28,1288.0,180387.0
2015-01-29,1268.75,243648.0
2015-01-30,1260.25,163882.0
2015-02-02,1272.5,119882.0
2015-02-03,1264.25,181991.0
2015-02-04,1268.5,136182.0
2015-02-05,1259.25,113827.0
2015-02-06,1241.0,205095.0
2015-02-09,1238.5,92651.0
2015-02-10,1234.5,97143.0
2015-02-11,1223.75,116275.0
2015-02-12,1222.5,109412.0
2015-02-13,1232.5,96371.0
2015-02-17,1209.5,181844.0
2015-02-18,1206.0,121125.0
2015-02-19,1209.5,115723.0
2015-02-20,1208.25,109248.0
2015-02-23,1204.5,115219.0
2015-02-25,1204.75,106078.0
2015-02-26,1208.25,137276.0
2015-02-27,1214.0,113768.0
2015-03-02,1212.5,133100.0
2015-03-03,1212.75,155655.0
2015-03-04,1199.5,107563.0
2015-03-05,1202.0,131863.0
2015-03-06,1175.75,214797.0
2015-03-09,1168.5,123613.0
2015-03-10,1162.0,178084.0
2015-03-11,1150.0,161561.0
2015-03-12,1152.25,159536.0
2015-03-13,1152.0,122680.0
2015-03-16,1150.75,123258.0
2015-03-17,1150.75,159617.0
2015-03-18,1147.25,188480.0
2015-03-19,1166.0,157056.0
2015-03-20,1183.1,167531.0
2015-03-23,1186.25,162532.0
2015-03-24,1191.5,162922.0
2015-03-25,1195.6,185925.0
2015-03-26,1203.15,245373.0
2015-03-27,1195.75,172260.0
2015-03-30,1185.5,131446.0
2015-03-31,1187.0,114970.0
2015-04-01,1197.0,151135.0
2015-04-02,1198.5,115647.0
2015-04-07,1211.0,85860.0
2015-04-08,1207.25,116317.0
2015-04-09,1194.8,110164.0
2015-04-10,1207.35,124843.0
2015-04-13,1198.9,109553.0
2015-04-14,1194.75,161058.0
2015-04-15,1192.9,129198.0
2015-04-16,1204.35,157415.0
2015-04-17,1203.35,111545.0
2015-04-20,1196.5,137017.0
2015-04-21,1195.3,104705.0
2015-04-22,1189.25,152182.0
2015-04-23,1185.75,118111.0
2015-04-24,1183.0,156378.0
2015-04-27,1200.0,207200.0
2015-04-28,1209.0,157578.0
2015-04-29,1209.0,141075.0
2015-04-30,1180.25,212931.0
2015-05-01,1175.95,118476.0
2015-05-05,1197.0,109749.0
2015-05-06,1194.25,105946.0
2015-05-07,1187.0,134937.0
2015-05-08,1186.0,143614.0
2015-05-11,1189.25,128097.0
2015-05-12,1191.5,139260.0
2015-05-13,1210.5,241719.0
2015-05-14,1225.0,177837.0
2015-05-15,1220.5,133239.0
2015-05-18,1223.5,120822.0
2015-05-19,1214.3,178961.0
2015-05-20,1210.5,127893.0
2015-05-21,1205.0,139665.0
2015-05-22,1204.1,142930.0
2015-05-26,1185.4,244624.0
2015-05-27,1185.85,200216.0
2015-05-28,1185.0,149999.0
2015-05-29,1191.4,102168.0
2015-06-01,1199.9,171248.0
2015-06-02,1192.8,111471.0
2015-06-03,1190.0,124179.0
2015-06-04,1176.0,155463.0
2015-06-05,1164.6,150679.0
2015-06-08,1172.8,107088.0
2015-06-09,1177.4,91631.0
2015-06-10,1188.5,124680.0
2015-06-11,1178.5,114926.0
2015-06-12,1182.8,86352.0
2015-06-15,1181.4,129826.0
2015-06-16,1177.75,100203.0
2015-06-17,1178.0,101554.0
2015-06-18,1201.85,190686.0
2015-06-19,1203.4,86055.0
2015-06-22,1185.5,127145.0
2015-06-23,1178.0,122250.0
2015-06-24,1173.75,118451.0
2015-06-25,1172.65,88847.0
2015-06-26,1170.5,107921.0
2015-06-29,1176.0,145708.0
2015-06-30,1171.0,148193.0
2015-07-01,1168.0,95179.0
2015-07-02,1165.25,144729.0
2015-07-06,1166.0,141898.0
2015-07-07,1156.25,198533.0
2015-07-08,1158.5,168006.0
2015-07-09,1164.25,130014.0
2015-07-10,1159.3,112568.0
2015-07-13,1154.0,126732.0
2015-07-14,1157.4,109142.0
2015-07-15,1147.4,150648.0
2015-07-16,1144.4,125703.0
2015-07-17,1132.8,161004.0
2015-07-20,1104.6,261352.0
2015-07-21,1105.6,172518.0
2015-07-22,1088.6,182184.0
2015-07-23,1097.4,204073.0
2015-07-24,1080.8,249020.0
2015-07-27,1100.0,191964.0
2015-07-28,1096.2,176077.0
2015-07-29,1090.25,159142.0
2015-07-30,1087.5,169098.0
2015-07-31,1098.4,174127.0
2015-08-03,1091.9,105923.0
2015-08-04,1090.65,114103.0
2015-08-05,1085.1,116045.0
2015-08-06,1089.75,94613.0
2015-08-07,1093.5,172487.0
2015-08-10,1097.0,148926.0
2015-08-11,1108.25,191830.0
2015-08-12,1119.0,193697.0
2015-08-13,1116.75,129211.0
2015-08-14,1118.25,102233.0
2015-08-17,1118.8,92581.0
2015-08-18,1111.45,119945.0
2015-08-19,1126.15,154352.0
2015-08-20,1147.7,187177.0
2015-08-21,1156.5,196062.0
2015-08-24,1166.5,264142.0
2015-08-25,1137.5,199685.0
2015-08-26,1120.75,207120.0
2015-08-27,1119.0,143048.0
2015-08-28,1135.0,152105.0
2015-09-01,1142.3,128865.0
2015-09-02,1137.75,111567.0
2015-09-03,1128.0,106471.0
2015-09-04,1118.25,113525.0
2015-09-08,1121.15,142512.0
2015-09-09,1109.85,178299.0
2015-09-10,1109.5,121431.0
2015-09-11,1100.25,119503.0
2015-09-14,1104.8,74178.0
2015-09-15,1105.95,78878.0
2015-09-16,1117.6,131151.0
2015-09-17,1117.5,143637.0
2015-09-18,1141.5,151718.0
2015-09-21,1133.25,87119.0
2015-09-22,1122.9,117435.0
2015-09-23,1131.35,96165.0
2015-09-24,1154.5,219683.0
2015-09-25,1146.65,140350.0
2015-09-28,1131.05,143467.0
2015-09-29,1132.1,105548.0
2015-09-30,1114.0,156467.0
2015-10-01,1119.0,83393.0
2015-10-02,1140.75,190004.0
2015-10-05,1139.75,119484.0
2015-10-06,1147.5,128175.0
2015-10-07,1144.6,113149.0
2015-10-08,1140.0,121187.0
2015-10-09,1151.55,134869.0
2015-10-12,1164.9,111800.0
2015-10-13,1165.2,139528.0
2015-10-14,1173.9,199965.0
2015-10-15,1184.25,192307.0
2015-10-16,1180.85,108910.0
2015-10-19,1175.4,108768.0
2015-10-20,1177.75,124733.0
2015-10-21,1167.1,122070.0
2015-10-22,1167.0,117317.0
2015-10-23,1161.25,150796.0
2015-10-26,1166.4,84868.0
2015-10-27,1165.7,91661.0
2015-10-28,1179.6,187307.0
2015-10-29,1148.6,155610.0
2015-10-30,1142.35,123166.0
2015-11-02,1134.0,106355.0
2015-11-03,1123.1,157445.0
2015-11-04,1114.7,157673.0
2015-11-05,1106.3,144642.0
2015-11-06,1088.9,199866.0
2015-11-09,1089.6,141885.0
2015-11-10,1087.1,144170.0
2015-11-11,1085.9,171726.0
2015-11-12,1087.4,208297.0
2015-11-13,1081.5,130832.0
2015-11-16,1084.75,151381.0
2015-11-17,1079.2,181458.0
2015-11-18,1067.75,154641.0
2015-11-19,1082.6,177555.0
2015-11-20,1081.75,157703.0
2015-11-23,1070.5,178092.0
2015-11-24,1076.4,158532.0
2015-11-25,1068.0,148662.0
2015-11-27,1057.4,187114.0
2015-11-30,1061.9,113168.0
2015-12-01,1065.4,121567.0
2015-12-02,1055.4,124024.0
2015-12-03,1055.45,173771.0
2015-12-04,1079.25,208897.0
2015-12-07,1075.8,109372.0
2015-12-08,1072.1,128216.0
2015-12-09,1081.0,140705.0
2015-12-10,1071.0,99734.0
2015-12-11,1072.5,152623.0
2015-12-14,1068.25,121860.0
2015-12-15,1061.5,115316.0
2015-12-16,1075.25,143146.0
2015-12-17,1049.4,168666.0
2015-12-18,1062.5,122220.0
2015-12-21,1078.75,122217.0
2015-12-22,1074.9,80660.0
2015-12-23,1068.25,69363.0
2015-12-29,1070.1,87639.0
2015-12-30,1060.0,98711.0
2016-01-04,1082.25,159785.0
2016-01-05,1077.0,104638.0
2016-01-06,1091.4,191801.0
2016-01-07,1106.35,217266.0
2016-01-08,1101.85,193452.0
2016-01-11,1100.75,193208.0
2016-01-12,1085.4,167654.0
2016-01-13,1088.15,156109.0
2016-01-14,1088.4,174240.0
2016-01-15,1093.75,173457.0
2016-01-19,1086.25,160106.0
2016-01-20,1101.75,193281.0
2016-01-21,1096.5,178737.0
2016-01-22,1096.25,142743.0
2016-01-25,1106.6,176358.0
2016-01-26,1113.6,197690.0
2016-01-27,1116.25,168706.0
2016-01-28,1114.0,151218.0
2016-01-29,1111.8,133251.0
2016-02-01,1126.5,118524.0
2016-02-02,1128.5,117734.0
2016-02-03,1132.0,189231.0
2016-02-04,1156.35,177206.0
2016-02-05,1150.35,214890.0
2016-02-08,1193.25,249464.0
2016-02-09,1191.0,190796.0
2016-02-10,1190.0,168635.0
2016-02-11,1241.0,365647.0
2016-02-12,1239.75,191128.0
2016-02-16,1209.5,340804.0
2016-02-17,1210.0,162454.0
2016-02-18,1210.1,182120.0
2016-02-19,1231.15,184247.0
2016-02-22,1211.0,160974.0
2016-02-23,1221.35,184483.0
2016-02-24,1250.75,274243.0
2016-02-25,1236.0,208218.0
2016-02-26,1226.5,218706.0
2016-02-29,1234.9,183446.0
2016-03-01,1236.5,225605.0
2016-03-02,1239.2,182775.0
2016-03-03,1250.25,226299.0
2016-03-04,1277.5,361180.0
2016-03-07,1267.9,212786.0
2016-03-08,1267.0,206126.0
2016-03-09,1246.4,223144.0
2016-03-10,1266.5,304980.0
2016-03-11,1264.75,235781.0
2016-03-14,1242.75,207557.0
2016-03-15,1232.0,185326.0
2016-03-16,1228.5,203811.0
2016-03-17,1266.5,208124.0
2016-03-18,1252.1,158071.0
2016-03-21,1244.9,176624.0
2016-03-22,1252.5,195733.0
2016-03-23,1217.6,266165.0
2016-03-24,1221.0,169701.0
2016-03-29,1226.0,189732.0
2016-03-30,1236.25,183333.0
2016-03-31,1237.0,120318.0
2016-04-01,1213.6,196902.0
2016-04-04,1219.75,91057.0
2016-04-05,1231.25,157086.0
2016-04-06,1221.4,135333.0
2016-04-07,1242.1,189413.0
2016-04-08,1239.5,132368.0
2016-04-11,1254.75,160928.0
2016-04-12,1254.6,157241.0
2016-04-13,1245.75,155992.0
2016-04-14,1233.85,204794.0
2016-04-15,1227.1,121270.0
2016-04-18,1234.3,148658.0
2016-04-19,1255.4,217385.0
2016-04-20,1252.0,165254.0
2016-04-21,1249.25,272941.0
2016-04-22,1243.25,209494.0
2016-04-25,1238.9,120768.0
2016-04-26,1241.7,148114.0
2016-04-27,1247.4,171510.0
2016-04-28,1256.0,227214.0
2016-04-29,1285.65,273994.0
2016-05-03,1294.0,214985.0
2016-05-04,1283.0,212954.0
2016-05-05,1280.25,174581.0
2016-05-06,1289.0,257613.0
2016-05-09,1265.25,225229.0
2016-05-10,1262.8,174083.0
2016-05-11,1276.85,239700.0
2016-05-12,1279.25,218098.0
2016-05-13,1265.9,174352.0
2016-05-16,1285.75,198783.0
2016-05-17,1277.0,205190.0
2016-05-18,1272.9,233583.0
2016-05-19,1246.25,270061.0
2016-05-20,1254.2,205159.0
2016-05-23,1245.9,218715.0
2016-05-24,1236.85,322961.0
2016-05-25,1220.6,246046.0
2016-05-26,1223.85,199778.0
2016-05-27,1216.25,200002.0
2016-05-31,1212.1,236147.0
2016-06-01,1214.5,159621.0
2016-06-02,1212.4,112599.0
2016-06-03,1240.5,240700.0
2016-06-06,1244.0,162935.0
2016-06-07,1241.0,120505.0
2016-06-08,1263.0,181727.0
2016-06-09,1263.9,153261.0
2016-06-10,1275.5,160810.0
2016-06-13,1280.8,202808.0
2016-06-14,1287.15,193067.0
2016-06-15,1283.3,199446.0
2016-06-16,1310.75,354145.0
2016-06-17,1290.7,211622.0
2016-06-20,1281.8,193799.0
2016-06-21,1272.6,207162.0
2016-06-22,1264.85,132682.0
2016-06-23,1262.15,152586.0
2016-06-24,1315.5,574241.0
2016-06-27,1324.55,258326.0
2016-06-28,1309.7,195976.0
2016-06-29,1321.5,176817.0
2016-06-30,1320.75,192947.0
2016-07-01,1340.0,223728.0
2016-07-05,1350.75,353805.0
2016-07-06,1366.25,237060.0
2016-07-07,1356.7,218463.0
2016-07-08,1354.25,301185.0
2016-07-11,1357.1,230696.0
2016-07-12,1342.4,257335.0
2016-07-13,1342.75,204592.0
2016-07-14,1323.6,264334.0
2016-07-15,1327.0,191831.0
2016-07-18,1334.7,163212.0
2016-07-19,1330.9,150620.0
2016-07-20,1315.9,224985.0
2016-07-21,1321.15,253464.0
2016-07-22,1320.75,232263.0
2016-07-25,1313.15,263660.0
2016-07-26,1323.0,203410.0
2016-07-27,1329.0,215388.0
2016-07-28,1341.75,194758.0
2016-07-29,1342.0,229248.0
2016-08-01,1349.65,112655.0
2016-08-02,1363.75,161783.0
2016-08-03,1358.9,138588.0
2016-08-04,1362.75,170002.0
2016-08-05,1340.4,223143.0
2016-08-08,1336.8,137539.0
2016-08-09,1341.0,124480.0
2016-08-10,1347.7,191322.0
2016-08-11,1355.0,155585.0
2016-08-12,1352.2,239554.0
2016-08-15,1339.4,120152.0
2016-08-16,1344.0,221723.0
2016-08-17,1343.35,169160.0
2016-08-18,1350.05,170557.0
2016-08-19,1346.4,185033.0
2016-08-22,1335.9,156447.0
2016-08-23,1342.0,132030.0
2016-08-24,1327.25,225487.0
2016-08-25,1321.3,167657.0
2016-08-26,1318.75,300050.0
2016-08-30,1318.15,159325.0
2016-08-31,1309.25,179946.0
2016-09-01,1309.5,179601.0
2016-09-02,1324.7,234252.0
2016-09-06,1337.25,281256.0
2016-09-07,1348.35,151823.0
2016-09-08,1343.4,182893.0
2016-09-09,1330.85,163931.0
2016-09-12,1324.6,194664.0
2016-09-13,1323.65,180759.0
2016-09-14,1321.75,139432.0
2016-09-15,1310.8,211228.0
2016-09-16,1308.35,138206.0
