,5%,10%,15%,20%,25%,30%,35%,40%,45%,50%,55%,60%,65%,70%,75%,80%,85%,90%,95%
2024-06-25,2325.05,2325.05,2325.05,2325.05,2325.05,2325.05,2325.05,2325.05,2325.05,2325.05,2325.05,2325.05,2325.05,2325.05,2325.05,2325.05,2325.05,2325.05,2325.05
2024-06-26,2300.987400439624,2310.1214123285645,2314.2214945630712,2316.6109094437093,2318.7376606745693,2320.3630230307863,2321.785620789857,2323.0140447713966,2324.2475528306036,2325.291327369227,2326.5783909813445,2327.649702408197,2329.065389635904,2330.266779358355,2331.7947250554234,2333.64897632337,2335.7911130385783,2339.0215755686486,2348.7716052414894
2024-06-27,2291.5442683399096,2303.4878569466496,2308.731851871248,2312.6687450897107,2315.186026065487,2317.4108217620737,2319.564804055634,2321.699447738667,2323.6863214100217,2325.2280644059483,2327.916765498949,2330.1729592502206,2331.708311899901,2333.9272739509042,2336.609711195284,2339.735272482711,2344.633633510736,2350.0085444423034,2362.9254538298114
2024-06-28,2280.7466361633374,2295.931338215203,2303.436707726133,2308.3770778713015,2312.81912722714,2316.1013225117586,2318.5426081708288,2320.889906444361,2323.035079621484,2325.3458693649386,2328.325920311012,2331.2564666036014,2334.2714586633288,2336.504771708632,2340.73077568482,2344.7064810740767,2349.8535169727584,2358.264953855829,2372.746750794927
2024-06-29,2271.2407215587564,2287.1744449303324,2297.535628282505,2304.2464853303204,2309.0816320507506,2312.2873066136835,2315.769017216422,2318.831037332853,2322.412676199902,2324.9593663214478,2328.4601938025426,2332.059246724027,2336.0173519761647,2339.2040867867113,2344.1797270975903,2349.2698863967094,2355.5778548918965,2366.4168455522786,2380.4948053249163
2024-06-30,2261.371535804591,2280.7939268810574,2290.1133733354677,2299.151846649013,2305.289900852743,2310.0097834182484,2314.213028345796,2317.7360387203234,2321.789609030649,2325.9866733870244,2329.330311976838,2334.01277628498,2337.916059524336,2342.1772588662225,2347.4795476478175,2353.5213716596672,2360.9880977861485,2370.856271980311,2389.5799511794467
2024-07-01,2253.472953766006,2275.503385643428,2286.197016371762,2295.536852471868,2302.9974322588414,2308.1692028241455,2313.2233143295234,2316.546560561755,2320.526187338331,2325.072304218208,2329.7132853309395,2333.796325015354,2338.742781919592,2344.404425875975,2350.0549582763183,2357.6422616909913,2364.6784009281873,2378.2609263672093,2396.737199780787
2024-07-02,2242.267100733282,2272.9443249682563,2285.143672927814,2293.0482957934855,2299.8968512101724,2307.2070525142403,2313.4439687896834,2318.062356718185,2322.506700997621,2327.0945736106873,2331.2184222684605,2336.2963165607366,2341.008312080358,2347.3274464217207,2354.1255564063563,2361.5458832908143,2371.3063460381222,2384.405527360785,2402.6052351983258
2024-07-03,2236.712309897518,2267.1884449270456,2281.327069231997,2290.257287765933,2299.611878807565,2306.3515281511573,2313.1954357209875,2317.970714905786,2322.5957095916633,2327.9075603254296,2332.2024681411717,2337.513243340763,2343.3640556703094,2350.1787292449735,2357.277610409874,2366.8770711455195,2376.1004418761336,2389.014784486146,2412.0737784125517
2024-07-04,2227.6612233439846,2263.852182165124,2279.815609502824,2288.961145579599,2296.7875538128123,2304.4945491881117,2311.1708123539684,2317.974261018827,2324.2935885916013,2329.586357731664,2334.3083397501073,2340.1612879137597,2346.564104335056,2353.079221492283,2361.0957100221585,2370.0021342835757,2380.1620057119762,2395.3777445582605,2419.947586560364
2024-07-05,2220.58888973658,2257.7691941008347,2275.4241924923126,2287.7741353398324,2296.8730128256475,2302.945361866927,2309.777941797877,2318.516224842552,2324.0470900103105,2331.354353012282,2338.336385207783,2344.453223824399,2349.413727952365,2356.1931776531,2363.9034871341655,2374.362596709127,2385.6718799323176,2403.608480552008,2427.545450043807
2024-07-06,2211.506784037689,2255.969684953861,2272.0635390913985,2285.4035549725527,2293.958229790852,2302.4429356256865,2309.1721001133087,2316.2430689082985,2324.8719486480327,2331.8426075349043,2337.874206732342,2345.465491318021,2351.6472391187285,2360.5702236459733,2367.764198548828,2378.1121666720073,2391.497497433931,2406.561259036257,2442.8975079622205
2024-07-07,2207.0444021028356,2252.704091507019,2270.3223707133893,2283.131004006136,2294.805254777581,2302.1027427798517,2309.3190052732907,2315.845060313726,2323.983666055374,2332.914203242825,2339.5482479332422,2346.95457369296,2353.968662880262,2359.8772398815804,2370.144609777854,2381.2744218959747,2395.4310910933123,2410.616253134235,2449.976176877101
2024-07-08,2201.0442383479644,2249.5750501044777,2269.0827390934596,2281.4918429833115,2292.53467968642,2300.9286009804837,2309.2818718726094,2317.944717369003,2325.155231283736,2332.443813258948,2339.6640151164725,2347.40787910087,2354.37846230674,2361.4967952673974,2370.577785304803,2382.1367705424877,2396.1649533787945,2416.0905201085884,2450.164828498102
2024-07-09,2196.1533274662934,2244.3085312822614,2265.623546467371,2279.434277232993,2289.6618547833614,2300.7398862828177,2308.5405598767984,2317.669049004092,2325.2193580254675,2333.216829012364,2339.97910684044,2347.4800753848517,2355.0664457874104,2362.605234307242,2373.179096499109,2385.090318008784,2400.3179876623026,2420.9209092601923,2455.6757225346187
