date,pl,oz_exp,oz_long,oz_short,gold,long_signal,long_signal_size,long,short_signal,short_signal_size,short,pos,str,str_return,gold_return,str_cum_return,gold_cum_return
2021-12-01,317149.99999999936,1000.0,23500.0,-22500.0,1789.25,1.0,1,0.0,0.0,0,1.0,2.0,0.6666666666666666,-0.012594214143205607,-0.008396142762137071,-0.058640779408217325,-0.07922498970769909
2021-12-02,292899.9999999994,1500.0,24000.0,-22500.0,1765.0,1.0,1,1.0,1.0,1,0.0,3.0,1.5,-0.009035443155884707,-0.013553164733827061,-0.06714637713514227,-0.0917044051049819
2021-12-03,296724.9999999994,1500.0,24500.0,-23000.0,1767.55,1.0,1,1.0,1.0,1,1.0,3.0,1.0,0.0021671388101981437,0.0014447592067987625,-0.06512475384479799,-0.0903921366817626
2021-12-06,313374.9999999995,1500.0,25000.0,-23500.0,1778.65,1.0,1,1.0,1.0,1,1.0,3.0,1.0,0.006279878928460381,0.006279878928460381,-0.05925385048572873,-0.0846799094277485
2021-12-07,317424.9999999993,1500.0,25500.0,-24000.0,1781.35,1.0,1,1.0,1.0,1,1.0,3.0,1.0,0.0015180052286845047,0.0015180052286845047,-0.057825792911901264,-0.08329044874433988
2021-12-08,321099.9999999995,1500.0,26000.0,-24500.0,1783.8,1.0,1,1.0,1.0,1,1.0,3.0,1.0,0.0013753613832205858,0.0013753613832205858,-0.05652996289120582,-0.08202964182791339
2021-12-09,309624.9999999995,1500.0,26500.0,-25000.0,1776.15,1.0,1,1.0,0.0,0,1.0,3.0,1.0,-0.004288597376387426,-0.004288597376387426,-0.06057612601705076,-0.08596644709757162
2021-12-10,315024.99999999936,2000.0,27000.0,-25000.0,1779.75,1.0,1,1.0,1.0,1,0.0,4.0,1.3333333333333333,0.002026855839878383,0.002026855839878383,-0.058672049251947245,-0.08411383285302654
2021-12-13,331124.9999999994,2000.0,27500.0,-25500.0,1787.8,1.0,1,1.0,1.0,1,1.0,4.0,1.0,0.006030809570632437,0.004523107177974328,-0.052995079637471965,-0.07997118155619665
2021-12-14,309324.99999999953,2000.0,28000.0,-26000.0,1776.9,1.0,1,1.0,1.0,1,1.0,4.0,1.0,-0.006096878845508358,-0.006096878845508358,-0.058768853903022555,-0.0855804857966247
2021-12-15,292824.99999999953,2000.0,28500.0,-26500.0,1768.65,1.0,1,1.0,1.0,1,1.0,4.0,1.0,-0.004642917440486283,-0.004642917440486283,-0.06313891240676506,-0.08982606010704053
2021-12-16,346924.9999999995,2000.0,29000.0,-27000.0,1795.7,0.0,0,1.0,2.0,1,1.0,4.0,1.0,0.015294150906058235,0.015294150906058235,-0.048810417555100294,-0.07590572251955607
2021-12-17,370924.99999999953,1000.0,29000.0,-28000.0,1807.7,0.0,0,0.0,1.0,1,2.0,2.0,0.5,0.006682630728963579,0.006682630728963579,-0.04245396882238395,-0.06973034170440584
2021-12-20,359524.99999999953,500.0,29000.0,-28500.0,1796.3,0.0,0,0.0,0.0,0,1.0,1.0,0.5,-0.0031531780715827185,-0.006306356143165437,-0.04547328197042433,-0.07559695347879869
2021-12-21,358249.99999999936,500.0,29000.0,-28500.0,1793.75,0.0,0,0.0,0.0,0,0.0,1.0,1.0,-0.0007097923509435944,-0.0014195847018871888,-0.04615079773365305,-0.0769092219020181
2021-12-22,357774.99999999953,500.0,29000.0,-28500.0,1792.8,1.0,1,0.0,0.0,0,0.0,1.0,1.0,-0.000529616724738724,-0.000529616724738724,-0.046655972224052045,-0.07739810621655085
2021-12-23,363974.99999999936,1000.0,29500.0,-28500.0,1805.2,0.0,0,1.0,0.0,0,0.0,2.0,2.0,0.006916555109326206,0.006916555109326206,-0.04006211571779272,-0.07101687937422896
2021-12-29,353024.99999999936,1000.0,29500.0,-28500.0,1794.25,0.0,0,0.0,1.0,1,0.0,2.0,1.0,-0.012131619765123114,-0.006065809882561557,-0.05170771712804123,-0.07665191436805363
2021-12-30,364624.9999999993,500.0,29500.0,-29000.0,1805.85,0.0,0,0.0,0.0,0,1.0,1.0,0.5,0.006465096837118489,0.006465096837118489,-0.045576915689381825,-0.07068237958007517
2022-01-04,367399.9999999993,500.0,29500.0,-29000.0,1811.4,0.0,0,0.0,0.0,0,0.0,1.0,1.0,0.0015366724811031185,0.003073344962206237,-0.04411028000039219,-0.06782626595306807
2022-01-05,374824.9999999994,500.0,29500.0,-29000.0,1826.25,0.0,0,0.0,0.0,0,0.0,1.0,1.0,0.008198078834050992,0.008198078834050992,-0.03627382071917651,-0.060184232194319676
2022-01-06,356374.99999999936,500.0,29500.0,-29000.0,1789.35,1.0,1,0.0,0.0,0,0.0,1.0,1.0,-0.020205338809034967,-0.020205338809034967,-0.055746234690682295,-0.07917352820090673
2022-01-07,357999.99999999936,1000.0,30000.0,-29000.0,1792.6,0.0,0,1.0,0.0,0,0.0,2.0,2.0,0.0018163020091095383,0.0018163020091095383,-0.05403118467964174,-0.0775010292301368
2022-01-10,359599.9999999995,1000.0,30000.0,-29000.0,1794.2,0.0,0,0.0,0.0,0,0.0,2.0,1.0,0.0017851165904274602,0.0008925582952137301,-0.052342520053386354,-0.07667764512145003
2022-01-11,372199.99999999936,1000.0,30000.0,-29000.0,1806.8,0.0,0,0.0,0.0,0,0.0,2.0,1.0,0.007022628469512737,0.007022628469512737,-0.04568747365536652,-0.07019349526554242
2022-01-12,386799.9999999994,1000.0,30000.0,-29000.0,1821.4,0.0,0,0.0,0.0,0,0.0,2.0,1.0,0.008080584458711515,0.008080584458711515,-0.03797607068623232,-0.06268011527377626
2022-01-13,385749.99999999936,1000.0,30000.0,-29000.0,1820.35,1.0,1,0.0,0.0,0,0.0,2.0,1.0,-0.0005764796310531173,-0.0005764796310531173,-0.038530657886067354,-0.06322046109510193
2022-01-14,388349.9999999994,1500.0,30500.0,-29000.0,1822.95,0.0,0,1.0,0.0,0,0.0,3.0,1.5,0.0014282967561183302,0.0014282967561183302,-0.037157394343618755,-0.06188246191848601
2022-01-18,379799.9999999995,1500.0,30500.0,-29000.0,1817.25,0.0,0,0.0,1.0,1,0.0,3.0,1.0,-0.00469019995062947,-0.0031267999670863134,-0.04167331868513224,-0.06481576780568243
2022-01-19,394349.9999999995,1000.0,30500.0,-29500.0,1826.95,1.0,1,0.0,0.0,0,1.0,2.0,0.6666666666666666,0.005337735589489689,0.005337735589489689,-0.03655802425192034,-0.059824001646769265
2022-01-20,412749.9999999993,1500.0,31000.0,-29500.0,1845.35,0.0,0,1.0,0.0,0,0.0,3.0,1.5,0.00671428701752467,0.010071430526287006,-0.030089198302016618,-0.050355084396872196
2022-01-21,401124.99999999936,1500.0,31000.0,-29500.0,1837.6,0.0,0,0.0,0.0,0,0.0,3.0,1.0,-0.006299617958652748,-0.004199745305768499,-0.03619926580668453,-0.05434335117332334
2022-01-24,392124.9999999993,1500.0,31000.0,-29500.0,1831.6,1.0,1,0.0,0.0,0,0.0,3.0,1.0,-0.003265128428384889,-0.003265128428384889,-0.039346198983197356,-0.05743104158089851
2022-01-25,415674.9999999994,2000.0,31500.0,-29500.0,1847.3,0.0,0,1.0,0.0,0,0.0,4.0,1.3333333333333333,0.00857174055470633,0.00857174055470633,-0.03111172383798888,-0.04935158501441017
2022-01-26,392974.9999999995,2000.0,31500.0,-29500.0,1835.95,0.0,0,0.0,0.0,0,0.0,4.0,1.0,-0.008192136270953979,-0.006144102203215485,-0.039048988627637726,-0.055192466035406396
2022-01-27,334574.99999999953,2000.0,31500.0,-29500.0,1806.75,0.0,0,0.0,2.0,1,0.0,4.0,1.0,-0.015904572564612307,-0.015904572564612307,-0.054332503719047076,-0.07021922601893871
2022-01-28,297374.9999999996,1000.0,31500.0,-30500.0,1788.15,0.0,0,0.0,1.0,1,2.0,2.0,0.5,-0.010294728102947182,-0.010294728102947182,-0.06406789346905428,-0.0797910662824215
2022-01-31,304474.99999999953,500.0,31500.0,-31000.0,1795.25,1.0,1,0.0,0.0,0,1.0,1.0,0.5,0.001985292061627897,0.003970584123255794,-0.0622097948877357,-0.07613729930012436
2022-02-01,306774.9999999996,1000.0,32000.0,-31000.0,1799.85,1.0,1,1.0,0.0,0,0.0,2.0,2.0,0.0012811586130064834,0.0025623172260129667,-0.061008336889263104,-0.07377006998765023
2022-02-02,310574.99999999965,1500.0,32500.0,-31000.0,1803.65,1.0,1,1.0,1.0,1,0.0,3.0,1.5,0.004222574103397658,0.002111287051698829,-0.05704337500930545,-0.07181453272951921
2022-02-03,294149.9999999997,1500.0,33000.0,-31500.0,1792.7,1.0,1,1.0,1.0,1,1.0,3.0,1.0,-0.009106533972777497,-0.006071022648518332,-0.06563044154963882,-0.07744956772334388
2022-02-04,312149.9999999996,1500.0,33500.0,-32000.0,1804.7,1.0,1,1.0,1.0,1,1.0,3.0,1.0,0.0066938138004128955,0.0066938138004128955,-0.05937594570459803,-0.07127418690819354
2022-02-07,325424.99999999953,1500.0,34000.0,-32500.0,1813.55,0.0,0,1.0,0.0,0,1.0,3.0,1.0,0.004903862137751291,0.004903862137751291,-0.054763255018880685,-0.06671984355702032
2022-02-08,338999.9999999995,1500.0,34000.0,-32500.0,1822.6,0.0,0,0.0,1.0,1,0.0,3.0,1.0,0.004990212566513108,0.004990212566513108,-0.05004632273574594,-0.06206257719226127
2022-02-09,346799.9999999995,1000.0,34000.0,-33000.0,1827.8,0.0,0,0.0,0.0,0,1.0,2.0,0.6666666666666666,0.0028530670470756636,0.0028530670470756636,-0.04733604120289492,-0.059386578839029425
2022-02-10,354349.9999999994,1000.0,34000.0,-33000.0,1835.35,0.0,0,0.0,0.0,0,0.0,2.0,1.0,0.002753765911660692,0.004130648867491038,-0.044712627667891636,-0.055501235076164
