date,price,ma_price,volume,ma_volume,position,drift_price,drift_volume,corr,drift_corr,market_cases,market_cases_,rolling_sharpe,rolling_sortino
2019-07-11,-2.570939823063327,-15.294003429347406,20842.0,13740.573146618186,0,0.4881198609004914,220.58465479381059,-0.278878049894645,0.05535726677852543,0,4.0,1.700106558929996,2.4629061040867577
2019-07-12,7.0767607540317385,-14.594600029789905,16230.0,13818.367735786367,1,0.5937616302289959,149.18962198099587,-0.250424213484049,0.04190555159456072,0,4.0,0.9012466031302087,1.232194254797772
2019-07-15,-1.988275233705508,-14.200479319279143,13909.0,13821.199994043041,0,0.49394117036987906,76.0109401188351,-0.24421262458989534,0.024058570244357175,0,4.0,0.7023195916002332,0.9554023402797429
2019-07-16,-1.2861611531332071,-13.796735130428841,20539.0,14031.131244229196,0,0.4488426796100906,142.97109515249505,-0.22524480171547956,0.02151319655938648,0,4.0,0.6747876057531552,0.9177526516373138
2019-07-17,7.44377535728745,-13.132695533366714,17495.0,14139.377142847035,1,0.5564411383361086,125.60849688516701,-0.20851679514622995,0.019120601564318045,0,4.0,-0.3873406401408662,-0.47524475709853514
2019-07-18,-0.6429926307819187,-12.742236441494073,17458.0,14243.084107133065,0,0.4734501151043748,114.65773058559836,-0.19134348246436347,0.01814695712309226,0,4.0,-0.7629607244112845,-0.9287233221642816
2019-07-19,-0.4904283755213328,-12.359219312479285,17760.0,14352.987728785158,0,0.4282336220595818,112.28067611884549,-0.1807488684561145,0.014370785565670624,0,4.0,-0.8652523800974584,-1.052242906201838
2019-07-22,3.843098665477101,-11.852707110053629,8958.0,14184.394362260622,0,0.46737291224261873,-28.15634520284509,-0.18842947944932797,0.003345087286228568,0,4.0,-1.7368364025736616,-1.962440106318277
2019-07-23,2.199200819830139,-11.41342555274827,12592.0,14134.632038439979,0,0.4533272347739886,-38.959334511744224,-0.1992909314339969,-0.003758182349220178,1,1.0,-1.9283108255949994,-2.1708845309977907
2019-07-24,-4.654626271696316,-11.20213878641659,10475.0,14020.26853723873,0,0.3323070005528344,-76.6614178564967,-0.20874485283715638,-0.00660605187618983,1,1.0,-2.640483919681576,-2.903487785074003
2019-07-25,-4.3469136290996175,-10.987840007042164,13432.0,14001.88514545002,0,0.27330288996363006,-47.52240482260313,-0.21456799624990397,-0.00621459764446871,1,1.0,-2.6214214151423287,-2.8831472262250593
2019-07-26,-0.7963334561363808,-10.669250302278085,10050.0,13878.388734654707,0,0.2959462973638547,-85.50940780895799,-0.22418899179843615,-0.007917796596500448,1,1.0,-2.7356199141764574,-3.0041925481339016
2019-07-29,-3.555144638488628,-10.446863412436644,9328.0,13736.189086696746,0,0.25916659360264815,-113.85452788345955,-0.2343834142646503,-0.009056109531357303,1,1.0,-2.3929662259583515,-2.6926704091887794
2019-07-30,-13.61439918204087,-10.545879567482507,15641.0,13795.714427737472,0,0.08007521927839256,-27.16459342136686,-0.2385000999099645,-0.0065863975883357516,1,1.0,-2.033070616396543,-2.330459966159203
2019-07-31,-18.36768208456533,-10.790384245579268,8940.0,13643.973351870674,0,-0.08221472940918467,-89.45283464408217,-0.22807902991385842,0.00191733620388517,0,1.0,-1.9364716363069399,-2.222175803260827
2019-08-01,-6.799656776712027,-10.665637758700882,2277.0,13288.755434624714,0,0.021265878734600924,-222.3353759450211,-0.2176735069353541,0.0061614295911947515,0,1.0,-2.0255380016809537,-2.3221642411357855
2019-08-02,-7.418737211677353,-10.564143542389113,482.0,12888.544327292691,0,0.06138004752318503,-311.273241638522,-0.20751309098929147,0.008160922768628688,0,1.0,-1.9336279232382345,-2.2190024793762135
2019-08-05,-3.549302910907045,-10.344869968541541,569.0,12503.558567064794,0,0.14032681068537828,-348.12950093320956,-0.20758738511472624,0.004043314321596956,0,1.0,-2.219555031987993,-2.527253217882383
2019-08-06,-6.178749104236658,-10.214644284031241,17110.0,12647.509861844019,0,0.13527624759783927,-102.0891030769925,-0.21014913108999753,0.0007407841731628356,0,1.0,-2.118592709852942,-2.4169404342579095
2019-08-07,-24.159011648221167,-10.650517329223259,25090.0,13036.337678661394,-1,-0.1502983987970894,143.3693568701911,-0.21530842868763875,-0.0022092567122391927,4,4.0,-1.69617435341027,-1.9726697049731192
2019-08-08,-23.5031827121245,-11.052262738836792,15113.0,13101.233376203225,-1,-0.2760219042053109,104.13252720601125,-0.21824329043819718,-0.0025720592313988122,4,4.0,-1.7854268599476573,-2.073377304206346
2019-08-09,-30.143100669477462,-11.648994765348522,13013.0,13098.476083196874,-1,-0.4363769653585209,50.68761709983029,-0.21744724036206328,-0.0008880045776324575,4,4.0,-1.6855487639128528,-1.959391771384502
2019-08-12,10.443478872910193,-10.95844427047821,5250.0,12853.211205596972,1,0.12708676475589548,-97.28863025003602,-0.22207431250077875,-0.0027575383581739613,1,1.0,-1.8960321509891311,-2.197551456047628
2019-08-13,-35.229010119695204,-11.717070471688348,23670.0,13191.235855422068,-1,-0.3157697182271212,120.36800978753013,-0.22658615809803423,-0.0036346919777147215,4,4.0,-2.4890314678664063,-2.832602992361025
2019-08-14,-34.48636240032715,-12.428766269564967,18587.0,13359.85348494013,-1,-0.51373275805187,144.49281965279567,-0.23567848489443635,-0.006363509387058422,4,4.0,-2.4564947359562863,-2.7965869737771683
2019-08-16,-38.79611197427084,-13.252920182818047,14758.0,13403.54556353575,-1,-0.6689433356524747,94.09244912420826,-0.23623364695804616,-0.0034593357253341157,4,4.0,-2.451792910281976,-2.7914005013918155
2019-08-19,-26.2915985594409,-13.660462408305289,15663.0,13474.153514675258,0,-0.5382427805698586,82.3502001318578,-0.2364188863902102,-0.001822287578749073,4,4.0,-2.5511092522010017,-2.9002644359404606
2019-08-20,-27.41421217509742,-14.090352441616808,15154.0,13526.648717341655,0,-0.4840664069406889,67.42270139912777,-0.23582979119288439,-0.0006165961907116334,4,4.0,-2.513278494710072,-2.85845270329619
2019-08-21,-27.42556650617894,-14.507158050267735,12255.0,13486.909694924729,0,-0.450436007795808,13.84183949110055,-0.22841562380687677,0.00339878559764799,0,4.0,-2.4759636840197397,-2.817188547376119
2019-08-22,-24.1015866198602,-14.807039820367878,14091.0,13505.787516958331,0,-0.37515888894797544,16.35983076235156,-0.222091727038114,0.0048613411832053805,0,4.0,-2.487684477338507,-2.8301794547041847
2019-08-23,-22.630407006812447,-15.051564183610152,19262.0,13685.669157053382,0,-0.3098416260951246,98.12073542870122,-0.22138288211530305,0.0027850930530081666,0,4.0,-2.467736425952181,-2.8081025358150318
2019-08-26,-10.612195330651955,-14.912809643313517,19715.0,13874.085745895465,0,-0.08554354289924501,143.2686621353921,-0.21839415877037174,0.0028869081989697353,0,4.0,-2.5463929735039335,-2.894847761391303
2019-08-27,-20.959547639292623,-15.101802221553326,16109.0,13943.926816336232,0,-0.1372680605695269,106.55486628807955,-0.21505024888146967,0.003115409043935902,0,4.0,-2.389122522361863,-2.724828966226675
2019-08-28,-21.575499542138004,-15.304138468006368,15767.0,14000.897853325725,0,-0.16980215351128436,81.7629516387862,-0.21038062348495098,0.003892517220227296,0,4.0,-2.282476367241353,-2.6068479230152657
2019-08-29,-15.22804876857299,-15.30176028681458,19968.0,14187.369795409297,0,-0.08371198615974862,134.117446861179,-0.20563565027559957,0.0043187452147893535,0,4.0,-2.8533970709760483,-3.158013508194083
2019-08-30,-27.90907035613691,-15.695799413386128,15836.0,14238.889489302757,0,-0.23887555636564795,92.81857037731974,-0.19956869355401857,0.005192850968185178,0,4.0,-2.961276732108818,-3.262126071281693
2019-09-02,-17.27556445661844,-15.745174437715926,5783.0,13974.642942762046,0,-0.14412529034772303,-85.71398808169576,-0.19135008554496782,0.006705729488617963,0,4.0,-3.0805428007254414,-3.3866575728273878
2019-09-03,-16.94132388447997,-15.782559511454176,20764.0,14186.810350800733,0,-0.09075518204298638,63.22670997849583,-0.18930124908383839,0.0043772829748737006,0,4.0,-3.0529658529740633,-3.3575253524464936
2019-09-04,-22.00217245078329,-15.976949634358116,18670.0,14326.91002733821,0,-0.14257265247346307,101.66319325798622,-0.1911719648022186,0.0012532836282467446,0,4.0,-3.0638125422279514,-3.3686708116851483
2019-09-05,-21.1110258063768,-16.137411280489303,22365.0,14578.100338983892,0,-0.15151714930232524,176.42675245183386,-0.1930102852690475,-0.00029251841929108435,4,4.0,-3.061828902839588,-3.3665714658996544
2019-09-06,-19.29467077329923,-16.236088606403197,22365.0,14821.440953390644,0,-0.1250972376081094,209.883683429293,-0.19337381653118604,-0.00032802484071480886,4,4.0,-3.0485434588506624,-3.3525350831577354
2019-09-09,-29.24438172762052,-16.642649521351665,17760.0,14913.270923597187,-1,-0.26582907627828867,150.85682681791815,-0.19443867369617726,-0.0006964410028530132,4,4.0,-2.9608375038999184,-3.261060894090625
2019-09-10,-10.28775000064843,-16.444034417881884,10771.0,14783.824957234774,0,-0.03360698640425408,10.7054302277526,-0.19497146907859594,-0.000614618192635848,4,4.0,-3.1307990144779803,-3.437728003829779
2019-09-11,-16.308325411488113,-16.43979300472153,19746.0,14938.892927321189,0,-0.014682786621949884,82.8867001570837,-0.19616829687488127,-0.0009057229944605874,4,4.0,-3.0729215167500707,-3.3785276952155665
2019-09-12,-28.067383234757926,-16.80319725764953,22439.0,15173.271273342403,0,-0.1890435197749747,158.63252308914903,-0.1966061086613456,-0.000671767390462454,4,4.0,-2.9905013630762305,-3.294201969251321
2019-09-13,-33.91328084419251,-17.337947324485818,15761.0,15191.637796050454,-1,-0.3618967933056315,88.4995228986,-0.1952872864201974,0.000323527425342864,0,4.0,-2.92161280438133,-3.221289152850464
2019-09-16,-19.63977337404276,-17.409887202189065,14948.0,15184.024114923877,0,-0.21691833550443945,40.44292088601154,-0.19104302772928233,0.00228389305812897,0,4.0,-3.0292616976742757,-3.3344384903791675
2019-09-17,-20.25510046819272,-17.49880947310847,14942.0,15176.460861332507,0,-0.15292030321192193,16.43983364732073,-0.1882274503251552,0.002549735231128052,0,4.0,-3.027050745651195,-3.3320963673395365
2019-09-18,-30.113790361837346,-17.89306781318171,13055.0,15110.165209415867,-1,-0.27358932164258076,-24.927909134659664,-0.1730973303998656,0.008839927578208822,0,4.0,-2.9930773677354026,-3.2971326081192665
2019-09-19,-35.24518223791142,-18.43537493963228,13394.0,15056.535046621622,-1,-0.40794822404657544,-39.27903596445225,-0.15357394574890013,0.014181656114587151,0,4.0,-2.9409466734222414,-3.241914041397333
2019-09-20,-35.0174645080117,-18.953614813584547,12820.0,14986.643326414696,-1,-0.46309404899942186,-54.58537808568914,-0.12232257407854048,0.022716513892473398,0,4.0,-3.061443925834665,-3.364916325326171
2019-09-23,-37.72484585957704,-19.54027014961356,12085.0,14895.966972464237,-1,-0.5248746925142165,-72.63086601807412,-0.06401447345821652,0.04051230725639868,0,4.0,-3.052565977844561,-3.3555487926056307
2019-09-24,-31.9151950982016,-19.927021274790675,14288.0,14876.96800457473,0,-0.4558129088456667,-45.81491695379065,-0.01739947525264436,0.04356365273098542,0,4.0,-3.061708700694069,-3.3652086639650745
2019-09-25,-29.59805705703434,-20.229267429155424,15538.0,14897.62525443177,0,-0.37902953160520775,-12.57883354837514,0.007307951837809048,0.034135539910719416,3,3.0,-3.0821630936332167,-3.3868080551067337
2019-09-26,-25.512614047184115,-20.394385922468658,15443.0,14914.668215230779,0,-0.2720740124592206,2.232063625316501,0.028348722047742282,0.027588155060326323,0,3.0,-3.122214250049698,-3.4289410739481876
2019-09-27,-11.365168614034928,-20.112199849904844,15488.0,14932.584833504818,0,0.005056030052296656,10.074340949677818,0.052997645670773155,0.026118539341678598,2,2.0,-3.173900759610626,-3.4830737981273865
2019-09-30,-0.0286794989162899,-19.484540211039526,8647.0,14736.16030745779,1,0.31635783445880705,-93.1750925486746,0.048355043848961485,0.010737968759933464,0,2.0,-3.288049976962271,-3.6016675466983172
2019-10-01,-5.765454209078825,-19.055785932063937,1468.0,14321.530297849735,0,0.372556056717198,-253.9025510783652,0.026611937037652585,-0.005502569025687718,0,2.0,1.722471506307116,23.29944018593439
2019-10-03,-10.855868071030272,-18.799519483008115,128.0,13877.98247604193,0,0.31441125288650995,-348.7251864430847,-0.010795583665394603,-0.021455044864367452,1,1.0,1.7340638608263526,23.45846105379912
