date,price,long,exit,exit_,return,rolling_var,rolling_sharpe,location,cum_return,days,annual_return,required_return,required_return_loc,required_to_breakeven,max_drawdown,cr_vs_md,case_why,should_close,should_close_day,fecha_compra
2010-01-11,1153.0,1.0,0.0,0.0,0.0,,,33.333333333333336,0.0,0,0.0,0.0,33.333333333333336,33.333333333333336,0.0,,holded,0,0.0,2010-01-11
2010-01-12,1151.25,1.0,0.0,0.0,-0.0015177797051171282,,,16.666666666666668,-0.0015177797051171282,1,-0.31803097515415246,-0.0015154760498838904,16.666666666666668,50.0,-0.0015177797051171638,-0.9999999999999766,holded,0,0.0,2010-01-11
2010-01-13,1127.25,0.0,0.0,0.0,-0.02084690553745927,,,0.0,-0.022333044232437094,2,-0.9419157986594457,-0.010978783211920251,0.0,83.33333333333334,-0.02233304423243709,-1.0000000000000002,holded,0,0.0,2010-01-11
2010-01-14,1138.25,0.0,0.0,0.0,0.009758261255267353,,,83.33333333333334,-0.012792714657415272,3,-0.6609204941436801,-0.004227766822761603,0.0,83.33333333333334,-0.02233304423243709,-0.5728155339805758,holded,0,0.0,2010-01-11
2010-01-15,1128.0,0.0,0.0,0.0,-0.009005051614320192,,,0.0,-0.02168256721595818,4,-0.7486800768659716,-0.005346781395470401,0.0,83.33333333333334,-0.02233304423243709,-0.9708737864077599,holded,0,0.0,2010-01-11
2010-01-19,1133.0,0.0,0.0,0.0,0.004432624113475114,,,66.66666666666667,-0.017346053772766545,8,-0.42373932857054697,-0.002146992791166924,16.666666666666668,83.33333333333334,-0.02233304423243709,-0.7766990291262079,holded,0,0.0,2010-01-11
2010-01-20,1120.25,1.0,0.0,0.0,-0.011253309796999122,,,0.0,-0.028404163052905274,9,-0.5537296143838034,-0.0031057910111301767,0.0,100.0,-0.02840416305290532,-0.9999999999999984,holded,0,0.0,2010-01-11
2010-01-21,1108.25,0.0,0.0,0.0,-0.010711894666369126,,,0.0,-0.03881179531656531,10,-0.631215632409729,-0.003797347124817718,0.0,100.0,-0.038811795316565284,-1.0000000000000007,holded,0,0.0,2010-01-11
2010-01-22,1084.0,0.0,0.0,0.0,-0.021881344461989638,,,0.0,-0.059843885516044915,11,-0.7567595552656199,-0.005259452844417978,0.0,100.0,-0.05984388551604496,-0.9999999999999992,holded,0,0.0,2010-01-11
2010-01-25,1095.25,0.0,0.0,0.0,0.01037822878228778,,,83.33333333333334,-0.05008673026886368,14,-0.6034379216557547,-0.003480102911764593,0.0,100.0,-0.05984388551604496,-0.8369565217391297,holded,0,0.0,2010-01-11
2010-01-26,1093.25,0.0,0.0,0.0,-0.0018260671079661783,,,16.666666666666668,-0.05182133564614033,15,-0.5909701503599112,-0.0033576938525239353,0.0,100.0,-0.05984388551604496,-0.8659420289855063,holded,0,0.0,2010-01-11
2010-01-27,1094.75,0.0,0.0,0.0,0.0013720557969356673,,,50.0,-0.05052038161318295,16,-0.558023749281412,-0.0030714075563940124,16.666666666666668,100.0,-0.05984388551604496,-0.8442028985507257,holded,0,0.0,2010-01-11
2010-01-28,1088.0,0.0,0.0,0.0,-0.00616579127654715,,,0.0,-0.056374674761491717,17,-0.5769020193679846,-0.003215385267576809,0.0,100.0,-0.05984388551604496,-0.9420289855072478,holded,0,0.0,2010-01-11
2010-01-29,1078.5,0.0,0.0,0.0,-0.008731617647058876,,,0.0,-0.06461405030355594,18,-0.6074709619321934,-0.0034646836473705145,0.0,100.0,-0.06461405030355592,-1.0000000000000002,holded,0,0.0,2010-01-11
2010-02-01,1086.5,0.0,0.0,0.0,0.007417709782104875,,,83.33333333333334,-0.05767562879444921,21,-0.509764135157416,-0.002661921634299347,16.666666666666668,100.0,-0.06461405030355592,-0.8926174496644289,holded,0,0.0,2010-01-11
2010-02-02,1111.0,0.0,0.0,0.0,0.022549470777726732,,,83.33333333333334,-0.03642671292280997,22,-0.3462568441130406,-0.0016238599031788148,16.666666666666668,100.0,-0.06461405030355592,-0.5637583892617437,holded,0,0.0,2010-01-11
2010-02-03,1115.25,0.0,0.0,0.0,0.0038253825382539297,,,66.66666666666667,-0.03274067649609691,23,-0.3056143467011865,-0.001398933197808816,16.666666666666668,100.0,-0.06461405030355592,-0.5067114093959698,holded,0,0.0,2010-01-11
2010-02-04,1083.25,0.0,0.0,0.0,-0.02869311813494735,,,0.0,-0.060494362532523605,24,-0.4806697749168921,-0.002439598869847459,16.666666666666668,100.0,-0.06461405030355592,-0.9362416107382515,holded,0,0.0,2010-01-11
2010-02-05,1058.0,0.0,0.0,0.0,-0.023309485345026526,,,0.0,-0.08239375542064153,25,-0.5796838156860149,-0.00315066352153337,0.0,100.0,-0.08239375542064152,-1.0000000000000002,holded,0,0.0,2010-01-11
2010-02-08,1064.0,0.0,0.0,0.0,0.005671077504725952,,,66.66666666666667,-0.07718993928881146,28,-0.5146993354958492,-0.0026437428771569627,16.666666666666668,100.0,-0.08239375542064152,-0.936842105263157,holded,0,0.0,2010-01-11
